Event_ID,User_ID,Event_Type,Event_Date,Days_Since_Install
E0003671,U01393,Signup,2024-06-03,0
E0003672,U01393,Onboarding,2024-06-04,1
E0003673,U01394,Install,2024-04-08,0
E0003674,U01395,Install,2024-04-18,0
E0003675,U01395,Signup,2024-04-18,0
E0003676,U01395,Onboarding,2024-04-19,1
E0003677,U01395,First_Action,2024-04-21,3
E0003678,U01396,Install,2024-04-07,0
E0003679,U01396,Signup,2024-04-07,0
E0003680,U01396,Onboarding,2024-04-08,1
E0003681,U01397,Install,2024-01-28,0
E0003682,U01397,Signup,2024-01-28,0
E0003683,U01398,Install,2024-04-11,0
E0003684,U01398,Signup,2024-04-11,0
E0003685,U01398,Onboarding,2024-04-12,1
E0003686,U01398,First_Action,2024-04-14,3
E0003687,U01398,Day1_Active,2024-04-15,4
E0003688,U01399,Install,2024-06-27,0
E0003689,U01399,Signup,2024-06-27,0
E0003690,U01399,Onboarding,2024-06-28,1
E0003691,U01400,Install,2024-02-17,0
E0003692,U01400,Signup,2024-02-17,0
E0003693,U01400,Onboarding,2024-02-18,1
E0003694,U01400,First_Action,2024-02-20,3
E0003695,U01401,Install,2024-02-24,0
E0003696,U01401,Signup,2024-02-24,0
E0003697,U01402,Install,2024-04-14,0
E0003698,U01402,Signup,2024-04-14,0
E0003699,U01403,Install,2024-01-22,0
E0003700,U01403,Signup,2024-01-22,0
E0003701,U01404,Install,2024-06-21,0
E0003702,U01404,Signup,2024-06-21,0
E0003703,U01405,Install,2024-01-11,0
E0003704,U01405,Signup,2024-01-11,0
E0003705,U01405,Onboarding,2024-01-12,1
E0003706,U01406,Install,2024-03-09,0
E0003707,U01406,Signup,2024-03-09,0
E0003708,U01406,Onboarding,2024-03-10,1
E0003709,U01406,First_Action,2024-03-12,3
E0003710,U01407,Install,2024-03-28,0
E0003711,U01407,Signup,2024-03-28,0
E0003712,U01407,Onboarding,2024-03-29,1
E0003713,U01407,First_Action,2024-03-31,3
E0003714,U01408,Install,2024-01-15,0
E0003715,U01409,Install,2024-04-12,0
E0003716,U01409,Signup,2024-04-12,0
E0003717,U01409,Onboarding,2024-04-13,1
E0003718,U01409,First_Action,2024-04-15,3
E0003719,U01409,Day1_Active,2024-04-16,4
E0003720,U01410,Install,2024-03-12,0
E0003721,U01410,Signup,2024-03-12,0
E0003722,U01411,Install,2024-05-01,0
E0003723,U01411,Signup,2024-05-01,0
E0003724,U01412,Install,2024-03-23,0
E0003725,U01412,Signup,2024-03-23,0
E0003726,U01413,Install,2024-04-23,0
E0003727,U01413,Signup,2024-04-23,0
E0003728,U01414,Install,2024-05-01,0
E0003729,U01415,Install,2024-02-19,0
E0003730,U01415,Signup,2024-02-19,0
E0003731,U01415,Onboarding,2024-02-20,1
E0003732,U01416,Install,2024-01-09,0
E0003733,U01416,Signup,2024-01-09,0
E0003734,U01417,Install,2024-04-29,0
E0003735,U01417,Signup,2024-04-29,0
E0003736,U01417,Onboarding,2024-04-30,1
E0003737,U01417,First_Action,2024-05-02,3
E0003738,U01417,Day1_Active,2024-05-03,4
E0003739,U01418,Install,2024-02-24,0
E0003740,U01419,Install,2024-01-08,0
E0003741,U01419,Signup,2024-01-08,0
E0003742,U01419,Onboarding,2024-01-09,1
E0003743,U01419,First_Action,2024-01-11,3
E0003744,U01420,Install,2024-03-06,0
E0003745,U01420,Signup,2024-03-06,0
E0003746,U01420,Onboarding,2024-03-07,1
E0003747,U01420,First_Action,2024-03-09,3
E0003748,U01420,Day1_Active,2024-03-10,4
E0003749,U01421,Install,2024-06-11,0
E0003750,U01421,Signup,2024-06-11,0
E0003751,U01421,Onboarding,2024-06-12,1
E0003752,U01422,Install,2024-06-02,0
E0003753,U01422,Signup,2024-06-02,0
E0003754,U01423,Install,2024-06-16,0
E0003755,U01423,Signup,2024-06-16,0
E0003756,U01423,Onboarding,2024-06-17,1
E0003757,U01423,First_Action,2024-06-19,3
E0003758,U01424,Install,2024-01-30,0
E0003759,U01424,Signup,2024-01-30,0
E0003760,U01425,Install,2024-01-30,0
E0003761,U01425,Signup,2024-01-30,0
E0003762,U01425,Onboarding,2024-01-31,1
E0003763,U01425,First_Action,2024-02-02,3
E0003764,U01425,Day1_Active,2024-02-03,4
E0003765,U01426,Install,2024-03-20,0
E0003766,U01426,Signup,2024-03-20,0
E0003767,U01427,Install,2024-04-03,0
E0003768,U01427,Signup,2024-04-03,0
E0003769,U01428,Install,2024-01-28,0
E0003770,U01429,Install,2024-02-26,0
E0003771,U01429,Signup,2024-02-26,0
E0003772,U01430,Install,2024-06-28,0
E0003773,U01430,Signup,2024-06-28,0
E0003774,U01431,Install,2024-06-29,0
E0003775,U01431,Signup,2024-06-29,0
E0003776,U01431,Onboarding,2024-06-30,1
E0003777,U01432,Install,2024-01-16,0
E0003778,U01432,Signup,2024-01-16,0
E0003779,U01432,Onboarding,2024-01-17,1
E0003780,U01433,Install,2024-02-27,0
E0003781,U01433,Signup,2024-02-27,0
E0003782,U01433,Onboarding,2024-02-28,1
E0003783,U01434,Install,2024-04-10,0
E0003784,U01435,Install,2024-04-10,0
E0003785,U01435,Signup,2024-04-10,0
E0003786,U01436,Install,2024-05-15,0
E0003787,U01436,Signup,2024-05-15,0
E0003788,U01436,Onboarding,2024-05-16,1
E0003789,U01437,Install,2024-01-25,0
E0003790,U01437,Signup,2024-01-25,0
E0003791,U01437,Onboarding,2024-01-26,1
E0003792,U01438,Install,2024-06-30,0
E0003793,U01438,Signup,2024-06-30,0
E0003794,U01438,Onboarding,2024-07-01,1
E0003795,U01439,Install,2024-02-07,0
E0003796,U01439,Signup,2024-02-07,0
E0003797,U01440,Install,2024-05-27,0
E0003798,U01440,Signup,2024-05-27,0
E0003799,U01440,Onboarding,2024-05-28,1
E0003800,U01441,Install,2024-06-22,0
E0003801,U01442,Install,2024-01-14,0
E0003802,U01442,Signup,2024-01-14,0
E0003803,U01443,Install,2024-04-13,0
E0003804,U01443,Signup,2024-04-13,0
E0003805,U01443,Onboarding,2024-04-14,1
E0003806,U01443,First_Action,2024-04-16,3
E0003807,U01444,Install,2024-02-14,0
E0003808,U01444,Signup,2024-02-14,0
E0003809,U01445,Install,2024-04-28,0
E0003810,U01445,Signup,2024-04-28,0
E0003811,U01446,Install,2024-01-31,0
E0003812,U01446,Signup,2024-01-31,0
E0003813,U01446,Onboarding,2024-02-01,1
E0003814,U01447,Install,2024-05-30,0
E0003815,U01447,Signup,2024-05-30,0
E0003816,U01447,Onboarding,2024-05-31,1
E0003817,U01448,Install,2024-02-16,0
E0003818,U01448,Signup,2024-02-16,0
E0003819,U01448,Onboarding,2024-02-17,1
E0003820,U01448,First_Action,2024-02-19,3
E0003821,U01449,Install,2024-03-24,0
E0003822,U01450,Install,2024-01-06,0
E0003823,U01450,Signup,2024-01-06,0
E0003824,U01450,Onboarding,2024-01-07,1
E0003825,U01451,Install,2024-05-29,0
E0003826,U01452,Install,2024-06-17,0
E0003827,U01452,Signup,2024-06-17,0
E0003828,U01453,Install,2024-03-21,0
E0003829,U01454,Install,2024-01-09,0
E0003830,U01454,Signup,2024-01-09,0
E0003831,U01455,Install,2024-06-17,0
E0003832,U01455,Signup,2024-06-17,0
E0003833,U01455,Onboarding,2024-06-18,1
E0003834,U01456,Install,2024-06-17,0
E0003835,U01456,Signup,2024-06-17,0
E0003836,U01456,Onboarding,2024-06-18,1
E0003837,U01456,First_Action,2024-06-20,3
E0003838,U01457,Install,2024-03-31,0
E0003839,U01457,Signup,2024-03-31,0
E0003840,U01458,Install,2024-01-10,0
E0003841,U01458,Signup,2024-01-10,0
E0003842,U01459,Install,2024-02-25,0
E0003843,U01459,Signup,2024-02-25,0
E0003844,U01460,Install,2024-03-07,0
E0003845,U01460,Signup,2024-03-07,0
E0003846,U01460,Onboarding,2024-03-08,1
E0003847,U01461,Install,2024-04-18,0
E0003848,U01461,Signup,2024-04-18,0
E0003849,U01461,Onboarding,2024-04-19,1
E0003850,U01462,Install,2024-06-11,0
E0003851,U01462,Signup,2024-06-11,0
E0003852,U01462,Onboarding,2024-06-12,1
E0003853,U01462,First_Action,2024-06-14,3
E0003854,U01462,Day1_Active,2024-06-15,4
E0003855,U01462,Day7_Active,2024-06-21,10
E0003856,U01463,Install,2024-06-03,0
E0003857,U01463,Signup,2024-06-03,0
E0003858,U01463,Onboarding,2024-06-04,1
E0003859,U01464,Install,2024-06-03,0
E0003860,U01464,Signup,2024-06-03,0
E0003861,U01464,Onboarding,2024-06-04,1
E0003862,U01465,Install,2024-03-25,0
E0003863,U01465,Signup,2024-03-25,0
E0003864,U01465,Onboarding,2024-03-26,1
E0003865,U01465,First_Action,2024-03-28,3
E0003866,U01466,Install,2024-02-27,0
E0003867,U01466,Signup,2024-02-27,0
E0003868,U01467,Install,2024-02-01,0
E0003869,U01468,Install,2024-05-15,0
E0003870,U01468,Signup,2024-05-15,0
E0003871,U01469,Install,2024-01-13,0
E0003872,U01469,Signup,2024-01-13,0
E0003873,U01470,Install,2024-05-16,0
E0003874,U01470,Signup,2024-05-16,0
E0003875,U01471,Install,2024-06-24,0
E0003876,U01471,Signup,2024-06-24,0
E0003877,U01472,Install,2024-01-14,0
E0003878,U01473,Install,2024-04-17,0
E0003879,U01473,Signup,2024-04-17,0
E0003880,U01473,Onboarding,2024-04-18,1
E0003881,U01474,Install,2024-03-11,0
E0003882,U01475,Install,2024-06-11,0
E0003883,U01475,Signup,2024-06-11,0
E0003884,U01476,Install,2024-01-21,0
E0003885,U01476,Signup,2024-01-21,0
E0003886,U01476,Onboarding,2024-01-22,1
E0003887,U01476,First_Action,2024-01-24,3
E0003888,U01476,Day1_Active,2024-01-25,4
E0003889,U01476,Day7_Active,2024-01-31,10
E0003890,U01477,Install,2024-03-14,0
E0003891,U01477,Signup,2024-03-14,0
E0003892,U01478,Install,2024-05-10,0
E0003893,U01478,Signup,2024-05-10,0
E0003894,U01478,Onboarding,2024-05-11,1
E0003895,U01479,Install,2024-05-16,0
E0003896,U01479,Signup,2024-05-16,0
E0003897,U01479,Onboarding,2024-05-17,1
E0003898,U01480,Install,2024-04-18,0
E0003899,U01480,Signup,2024-04-18,0
E0003900,U01480,Onboarding,2024-04-19,1
E0003901,U01480,First_Action,2024-04-21,3
E0003902,U01480,Day1_Active,2024-04-22,4
E0003903,U01481,Install,2024-05-15,0
E0003904,U01481,Signup,2024-05-15,0
E0003905,U01481,Onboarding,2024-05-16,1
E0003906,U01481,First_Action,2024-05-18,3
E0003907,U01482,Install,2024-05-14,0
E0003908,U01482,Signup,2024-05-14,0
E0003909,U01482,Onboarding,2024-05-15,1
E0003910,U01483,Install,2024-01-14,0
E0003911,U01484,Install,2024-03-04,0
E0003912,U01484,Signup,2024-03-04,0
E0003913,U01484,Onboarding,2024-03-05,1
E0003914,U01485,Install,2024-03-08,0
E0003915,U01485,Signup,2024-03-08,0
E0003916,U01485,Onboarding,2024-03-09,1
E0003917,U01485,First_Action,2024-03-11,3
E0003918,U01485,Day1_Active,2024-03-12,4
E0003919,U01486,Install,2024-06-13,0
E0003920,U01487,Install,2024-01-15,0
E0003921,U01487,Signup,2024-01-15,0
E0003922,U01487,Onboarding,2024-01-16,1
E0003923,U01488,Install,2024-02-17,0
E0003924,U01488,Signup,2024-02-17,0
E0003925,U01488,Onboarding,2024-02-18,1
E0003926,U01488,First_Action,2024-02-20,3
E0003927,U01489,Install,2024-02-09,0
E0003928,U01489,Signup,2024-02-09,0
E0003929,U01489,Onboarding,2024-02-10,1
E0003930,U01489,First_Action,2024-02-12,3
E0003931,U01490,Install,2024-04-30,0
E0003932,U01490,Signup,2024-04-30,0
E0003933,U01491,Install,2024-01-28,0
E0003934,U01492,Install,2024-01-02,0
E0003935,U01493,Install,2024-04-11,0
E0003936,U01493,Signup,2024-04-11,0
E0003937,U01493,Onboarding,2024-04-12,1
E0003938,U01494,Install,2024-06-19,0
E0003939,U01494,Signup,2024-06-19,0
E0003940,U01495,Install,2024-02-02,0
E0003941,U01495,Signup,2024-02-02,0
E0003942,U01495,Onboarding,2024-02-03,1
E0003943,U01496,Install,2024-04-09,0
E0003944,U01496,Signup,2024-04-09,0
E0003945,U01497,Install,2024-01-04,0
E0003946,U01497,Signup,2024-01-04,0
E0003947,U01497,Onboarding,2024-01-05,1
E0003948,U01497,First_Action,2024-01-07,3
E0003949,U01498,Install,2024-01-03,0
E0003950,U01499,Install,2024-02-09,0
E0003951,U01499,Signup,2024-02-09,0
E0003952,U01499,Onboarding,2024-02-10,1
E0003953,U01500,Install,2024-06-28,0
E0003954,U01500,Signup,2024-06-28,0
E0003955,U01500,Onboarding,2024-06-29,1
E0003956,U01500,First_Action,2024-07-01,3
E0003957,U01501,Install,2024-06-28,0
E0003958,U01501,Signup,2024-06-28,0
E0003959,U01502,Install,2024-02-08,0
E0003960,U01502,Signup,2024-02-08,0
E0003961,U01502,Onboarding,2024-02-09,1
E0003962,U01503,Install,2024-04-19,0
E0003963,U01504,Install,2024-06-28,0
E0003964,U01504,Signup,2024-06-28,0
E0003965,U01504,Onboarding,2024-06-29,1
E0003966,U01505,Install,2024-06-13,0
E0003967,U01506,Install,2024-03-04,0
E0003968,U01507,Install,2024-02-24,0
E0003969,U01507,Signup,2024-02-24,0
E0003970,U01507,Onboarding,2024-02-25,1
E0003971,U01508,Install,2024-05-05,0
E0003972,U01508,Signup,2024-05-05,0
E0003973,U01508,Onboarding,2024-05-06,1
E0003974,U01508,First_Action,2024-05-08,3
E0003975,U01509,Install,2024-02-03,0
E0003976,U01509,Signup,2024-02-03,0
E0003977,U01509,Onboarding,2024-02-04,1
E0003978,U01509,First_Action,2024-02-06,3
E0003979,U01510,Install,2024-04-05,0
E0003980,U01510,Signup,2024-04-05,0
E0003981,U01511,Install,2024-06-10,0
E0003982,U01511,Signup,2024-06-10,0
E0003983,U01512,Install,2024-02-18,0
E0003984,U01513,Install,2024-03-18,0
E0003985,U01513,Signup,2024-03-18,0
E0003986,U01513,Onboarding,2024-03-19,1
E0003987,U01514,Install,2024-02-19,0
E0003988,U01515,Install,2024-05-23,0
E0003989,U01516,Install,2024-01-18,0
E0003990,U01516,Signup,2024-01-18,0
E0003991,U01516,Onboarding,2024-01-19,1
E0003992,U01516,First_Action,2024-01-21,3
E0003993,U01517,Install,2024-03-11,0
E0003994,U01517,Signup,2024-03-11,0
E0003995,U01517,Onboarding,2024-03-12,1
E0003996,U01518,Install,2024-06-26,0
E0003997,U01518,Signup,2024-06-26,0
E0003998,U01518,Onboarding,2024-06-27,1
E0003999,U01518,First_Action,2024-06-29,3
E0004000,U01519,Install,2024-01-20,0
E0004001,U01520,Install,2024-03-10,0
E0004002,U01520,Signup,2024-03-10,0
E0004003,U01520,Onboarding,2024-03-11,1
E0004004,U01520,First_Action,2024-03-13,3
E0004005,U01520,Day1_Active,2024-03-14,4
E0004006,U01521,Install,2024-05-11,0
E0004007,U01521,Signup,2024-05-11,0
E0004008,U01521,Onboarding,2024-05-12,1
E0004009,U01522,Install,2024-06-30,0
E0004010,U01522,Signup,2024-06-30,0
E0004011,U01522,Onboarding,2024-07-01,1
E0004012,U01522,First_Action,2024-07-03,3
E0004013,U01523,Install,2024-06-12,0
E0004014,U01523,Signup,2024-06-12,0
E0004015,U01523,Onboarding,2024-06-13,1
E0004016,U01523,First_Action,2024-06-15,3
E0004017,U01524,Install,2024-06-13,0
E0004018,U01525,Install,2024-06-10,0
E0004019,U01525,Signup,2024-06-10,0
E0004020,U01525,Onboarding,2024-06-11,1
E0004021,U01525,First_Action,2024-06-13,3
E0004022,U01525,Day1_Active,2024-06-14,4
E0004023,U01525,Day7_Active,2024-06-20,10
E0004024,U01526,Install,2024-02-04,0
E0004025,U01526,Signup,2024-02-04,0
E0004026,U01527,Install,2024-04-01,0
E0004027,U01527,Signup,2024-04-01,0
E0004028,U01528,Install,2024-05-29,0
E0004029,U01528,Signup,2024-05-29,0
E0004030,U01529,Install,2024-06-11,0
E0004031,U01529,Signup,2024-06-11,0
E0004032,U01529,Onboarding,2024-06-12,1
E0004033,U01530,Install,2024-06-10,0
E0004034,U01530,Signup,2024-06-10,0
E0004035,U01531,Install,2024-04-04,0
E0004036,U01531,Signup,2024-04-04,0
E0004037,U01531,Onboarding,2024-04-05,1
E0004038,U01531,First_Action,2024-04-07,3
E0004039,U01532,Install,2024-02-15,0
E0004040,U01532,Signup,2024-02-15,0
E0004041,U01532,Onboarding,2024-02-16,1
E0004042,U01533,Install,2024-02-11,0
E0004043,U01534,Install,2024-04-19,0
E0004044,U01534,Signup,2024-04-19,0
E0004045,U01535,Install,2024-01-04,0
E0004046,U01535,Signup,2024-01-04,0
E0004047,U01535,Onboarding,2024-01-05,1
E0004048,U01536,Install,2024-06-13,0
E0004049,U01536,Signup,2024-06-13,0
E0004050,U01536,Onboarding,2024-06-14,1
E0004051,U01536,First_Action,2024-06-16,3
E0004052,U01537,Install,2024-06-02,0
E0004053,U01538,Install,2024-03-27,0
E0004054,U01538,Signup,2024-03-27,0
E0004055,U01539,Install,2024-02-11,0
E0004056,U01539,Signup,2024-02-11,0
E0004057,U01539,Onboarding,2024-02-12,1
E0004058,U01539,First_Action,2024-02-14,3
E0004059,U01540,Install,2024-05-19,0
E0004060,U01540,Signup,2024-05-19,0
E0004061,U01541,Install,2024-04-16,0
E0004062,U01541,Signup,2024-04-16,0
E0004063,U01542,Install,2024-06-16,0
E0004064,U01543,Install,2024-01-29,0
E0004065,U01544,Install,2024-01-20,0
E0004066,U01544,Signup,2024-01-20,0
E0004067,U01545,Install,2024-06-03,0
E0004068,U01545,Signup,2024-06-03,0
E0004069,U01545,Onboarding,2024-06-04,1
E0004070,U01545,First_Action,2024-06-06,3
E0004071,U01546,Install,2024-06-19,0
E0004072,U01546,Signup,2024-06-19,0
E0004073,U01546,Onboarding,2024-06-20,1
E0004074,U01547,Install,2024-05-07,0
E0004075,U01547,Signup,2024-05-07,0
E0004076,U01547,Onboarding,2024-05-08,1
E0004077,U01548,Install,2024-01-01,0
E0004078,U01549,Install,2024-04-24,0
E0004079,U01550,Install,2024-03-12,0
E0004080,U01550,Signup,2024-03-12,0
E0004081,U01550,Onboarding,2024-03-13,1
E0004082,U01551,Install,2024-05-06,0
E0004083,U01552,Install,2024-06-16,0
E0004084,U01553,Install,2024-05-17,0
E0004085,U01553,Signup,2024-05-17,0
E0004086,U01553,Onboarding,2024-05-18,1
E0004087,U01554,Install,2024-06-26,0
E0004088,U01554,Signup,2024-06-26,0
E0004089,U01554,Onboarding,2024-06-27,1
E0004090,U01554,First_Action,2024-06-29,3
E0004091,U01555,Install,2024-01-05,0
E0004092,U01555,Signup,2024-01-05,0
E0004093,U01555,Onboarding,2024-01-06,1
E0004094,U01556,Install,2024-04-02,0
E0004095,U01556,Signup,2024-04-02,0
E0004096,U01556,Onboarding,2024-04-03,1
E0004097,U01557,Install,2024-05-21,0
E0004098,U01557,Signup,2024-05-21,0
E0004099,U01557,Onboarding,2024-05-22,1
E0004100,U01558,Install,2024-02-05,0
E0004101,U01559,Install,2024-04-18,0
E0004102,U01560,Install,2024-02-10,0
E0004103,U01560,Signup,2024-02-10,0
E0004104,U01560,Onboarding,2024-02-11,1
E0004105,U01560,First_Action,2024-02-13,3
E0004106,U01561,Install,2024-04-16,0
E0004107,U01561,Signup,2024-04-16,0
E0004108,U01562,Install,2024-03-17,0
E0004109,U01563,Install,2024-01-29,0
E0004110,U01563,Signup,2024-01-29,0
E0004111,U01563,Onboarding,2024-01-30,1
E0004112,U01564,Install,2024-01-03,0
E0004113,U01564,Signup,2024-01-03,0
E0004114,U01564,Onboarding,2024-01-04,1
E0004115,U01565,Install,2024-03-07,0
E0004116,U01566,Install,2024-01-24,0
E0004117,U01567,Install,2024-02-26,0
E0004118,U01567,Signup,2024-02-26,0
E0004119,U01568,Install,2024-06-26,0
E0004120,U01568,Signup,2024-06-26,0
E0004121,U01568,Onboarding,2024-06-27,1
E0004122,U01569,Install,2024-04-05,0
E0004123,U01569,Signup,2024-04-05,0
E0004124,U01569,Onboarding,2024-04-06,1
E0004125,U01569,First_Action,2024-04-08,3
E0004126,U01570,Install,2024-03-26,0
E0004127,U01570,Signup,2024-03-26,0
E0004128,U01570,Onboarding,2024-03-27,1
E0004129,U01570,First_Action,2024-03-29,3
E0004130,U01570,Day1_Active,2024-03-30,4
E0004131,U01571,Install,2024-03-20,0
E0004132,U01571,Signup,2024-03-20,0
E0004133,U01572,Install,2024-05-25,0
E0004134,U01573,Install,2024-03-20,0
E0004135,U01573,Signup,2024-03-20,0
E0004136,U01573,Onboarding,2024-03-21,1
E0004137,U01574,Install,2024-04-10,0
E0004138,U01574,Signup,2024-04-10,0
E0004139,U01574,Onboarding,2024-04-11,1
E0004140,U01575,Install,2024-05-08,0
E0004141,U01575,Signup,2024-05-08,0
E0004142,U01575,Onboarding,2024-05-09,1
E0004143,U01576,Install,2024-05-30,0
E0004144,U01576,Signup,2024-05-30,0
E0004145,U01576,Onboarding,2024-05-31,1
E0004146,U01576,First_Action,2024-06-02,3
E0004147,U01576,Day1_Active,2024-06-03,4
E0004148,U01577,Install,2024-06-09,0
E0004149,U01578,Install,2024-02-11,0
E0004150,U01578,Signup,2024-02-11,0
E0004151,U01578,Onboarding,2024-02-12,1
E0004152,U01579,Install,2024-03-28,0
E0004153,U01579,Signup,2024-03-28,0
E0004154,U01580,Install,2024-01-11,0
E0004155,U01581,Install,2024-01-20,0
E0004156,U01582,Install,2024-03-20,0
E0004157,U01582,Signup,2024-03-20,0
E0004158,U01583,Install,2024-03-21,0
E0004159,U01583,Signup,2024-03-21,0
E0004160,U01583,Onboarding,2024-03-22,1
E0004161,U01584,Install,2024-01-19,0
E0004162,U01585,Install,2024-04-23,0
E0004163,U01585,Signup,2024-04-23,0
E0004164,U01585,Onboarding,2024-04-24,1
E0004165,U01585,First_Action,2024-04-26,3
E0004166,U01586,Install,2024-03-14,0
E0004167,U01586,Signup,2024-03-14,0
E0004168,U01587,Install,2024-06-08,0
E0004169,U01587,Signup,2024-06-08,0
E0004170,U01588,Install,2024-06-23,0
E0004171,U01588,Signup,2024-06-23,0
E0004172,U01589,Install,2024-05-23,0
E0004173,U01589,Signup,2024-05-23,0
E0004174,U01590,Install,2024-01-19,0
E0004175,U01590,Signup,2024-01-19,0
E0004176,U01591,Install,2024-05-16,0
E0004177,U01591,Signup,2024-05-16,0
E0004178,U01592,Install,2024-04-11,0
E0004179,U01592,Signup,2024-04-11,0
E0004180,U01592,Onboarding,2024-04-12,1
E0004181,U01593,Install,2024-05-04,0
E0004182,U01593,Signup,2024-05-04,0
E0004183,U01594,Install,2024-04-30,0
E0004184,U01594,Signup,2024-04-30,0
E0004185,U01594,Onboarding,2024-05-01,1
E0004186,U01595,Install,2024-01-16,0
E0004187,U01595,Signup,2024-01-16,0
E0004188,U01596,Install,2024-01-06,0
E0004189,U01597,Install,2024-01-18,0
E0004190,U01597,Signup,2024-01-18,0
E0004191,U01597,Onboarding,2024-01-19,1
E0004192,U01597,First_Action,2024-01-21,3
E0004193,U01598,Install,2024-02-24,0
E0004194,U01599,Install,2024-03-28,0
E0004195,U01599,Signup,2024-03-28,0
E0004196,U01599,Onboarding,2024-03-29,1
E0004197,U01599,First_Action,2024-03-31,3
E0004198,U01600,Install,2024-05-17,0
E0004199,U01600,Signup,2024-05-17,0
E0004200,U01600,Onboarding,2024-05-18,1
E0004201,U01600,First_Action,2024-05-20,3
E0004202,U01600,Day1_Active,2024-05-21,4
E0004203,U01601,Install,2024-04-09,0
E0004204,U01602,Install,2024-05-28,0
E0004205,U01602,Signup,2024-05-28,0
E0004206,U01602,Onboarding,2024-05-29,1
E0004207,U01603,Install,2024-03-22,0
E0004208,U01604,Install,2024-06-21,0
E0004209,U01604,Signup,2024-06-21,0
E0004210,U01605,Install,2024-02-02,0
E0004211,U01605,Signup,2024-02-02,0
E0004212,U01605,Onboarding,2024-02-03,1
E0004213,U01605,First_Action,2024-02-05,3
E0004214,U01606,Install,2024-02-18,0
E0004215,U01606,Signup,2024-02-18,0
E0004216,U01606,Onboarding,2024-02-19,1
E0004217,U01606,First_Action,2024-02-21,3
E0004218,U01606,Day1_Active,2024-02-22,4
E0004219,U01606,Day7_Active,2024-02-28,10
E0004220,U01607,Install,2024-02-18,0
E0004221,U01607,Signup,2024-02-18,0
E0004222,U01608,Install,2024-03-19,0
E0004223,U01608,Signup,2024-03-19,0
E0004224,U01609,Install,2024-04-15,0
E0004225,U01609,Signup,2024-04-15,0
E0004226,U01610,Install,2024-02-15,0
E0004227,U01611,Install,2024-03-13,0
E0004228,U01611,Signup,2024-03-13,0
E0004229,U01611,Onboarding,2024-03-14,1
E0004230,U01611,First_Action,2024-03-16,3
E0004231,U01612,Install,2024-01-26,0
E0004232,U01613,Install,2024-04-15,0
E0004233,U01614,Install,2024-05-08,0
E0004234,U01615,Install,2024-04-26,0
E0004235,U01615,Signup,2024-04-26,0
E0004236,U01616,Install,2024-04-28,0
E0004237,U01616,Signup,2024-04-28,0
E0004238,U01616,Onboarding,2024-04-29,1
E0004239,U01616,First_Action,2024-05-01,3
E0004240,U01616,Day1_Active,2024-05-02,4
E0004241,U01616,Day7_Active,2024-05-08,10
E0004242,U01617,Install,2024-04-05,0
E0004243,U01617,Signup,2024-04-05,0
E0004244,U01617,Onboarding,2024-04-06,1
E0004245,U01618,Install,2024-04-16,0
E0004246,U01618,Signup,2024-04-16,0
E0004247,U01619,Install,2024-04-05,0
E0004248,U01619,Signup,2024-04-05,0
E0004249,U01619,Onboarding,2024-04-06,1
E0004250,U01619,First_Action,2024-04-08,3
E0004251,U01619,Day1_Active,2024-04-09,4
E0004252,U01620,Install,2024-05-26,0
E0004253,U01621,Install,2024-01-14,0
E0004254,U01621,Signup,2024-01-14,0
E0004255,U01621,Onboarding,2024-01-15,1
E0004256,U01621,First_Action,2024-01-17,3
E0004257,U01622,Install,2024-02-14,0
E0004258,U01622,Signup,2024-02-14,0
E0004259,U01622,Onboarding,2024-02-15,1
E0004260,U01623,Install,2024-02-02,0
E0004261,U01623,Signup,2024-02-02,0
E0004262,U01624,Install,2024-03-07,0
E0004263,U01624,Signup,2024-03-07,0
E0004264,U01624,Onboarding,2024-03-08,1
E0004265,U01625,Install,2024-01-03,0
E0004266,U01625,Signup,2024-01-03,0
E0004267,U01626,Install,2024-01-21,0
E0004268,U01626,Signup,2024-01-21,0
E0004269,U01627,Install,2024-04-01,0
E0004270,U01627,Signup,2024-04-01,0
E0004271,U01628,Install,2024-04-06,0
E0004272,U01629,Install,2024-06-12,0
E0004273,U01630,Install,2024-02-06,0
E0004274,U01630,Signup,2024-02-06,0
E0004275,U01631,Install,2024-02-23,0
E0004276,U01631,Signup,2024-02-23,0
E0004277,U01632,Install,2024-01-20,0
E0004278,U01632,Signup,2024-01-20,0
E0004279,U01632,Onboarding,2024-01-21,1
E0004280,U01632,First_Action,2024-01-23,3
E0004281,U01632,Day1_Active,2024-01-24,4
E0004282,U01633,Install,2024-02-11,0
E0004283,U01633,Signup,2024-02-11,0
E0004284,U01633,Onboarding,2024-02-12,1
E0004285,U01633,First_Action,2024-02-14,3
E0004286,U01633,Day1_Active,2024-02-15,4
E0004287,U01634,Install,2024-01-09,0
E0004288,U01635,Install,2024-01-02,0
E0004289,U01635,Signup,2024-01-02,0
E0004290,U01636,Install,2024-01-06,0
E0004291,U01637,Install,2024-01-08,0
E0004292,U01637,Signup,2024-01-08,0
E0004293,U01638,Install,2024-05-03,0
E0004294,U01638,Signup,2024-05-03,0
E0004295,U01638,Onboarding,2024-05-04,1
E0004296,U01638,First_Action,2024-05-06,3
E0004297,U01638,Day1_Active,2024-05-07,4
E0004298,U01638,Day7_Active,2024-05-13,10
E0004299,U01639,Install,2024-05-06,0
