User_ID,Install_Date,Campaign_ID,Device,Country,Age_Group,App_Version
U01286,2024-01-15,C002,Android,UK,35-44,v2.3
U01287,2024-03-16,C005,iOS,Canada,25-34,v2.4
U01288,2024-06-17,C004,iOS,USA,25-34,v2.3
U01289,2024-01-26,C002,Android,Germany,25-34,v2.3
U01290,2024-02-19,C001,iOS,Australia,35-44,v2.4
U01291,2024-05-26,C001,iOS,USA,25-34,v2.3
U01292,2024-02-17,C001,Android,UK,25-34,v2.3
U01293,2024-06-15,C004,iOS,India,35-44,v2.2
U01294,2024-03-20,C004,iOS,Singapore,25-34,v2.4
U01295,2024-02-07,C001,iOS,France,45-54,v2.3
U01296,2024-02-20,C006,Android,UK,18-24,v2.2
U01297,2024-05-01,C004,Android,Canada,25-34,v2.3
U01298,2024-03-26,C004,iOS,UK,25-34,v2.4
U01299,2024-01-11,C003,Android,Canada,35-44,v2.3
U01300,2024-02-24,C001,Android,Singapore,25-34,v2.4
U01301,2024-02-22,C002,Android,UK,18-24,v2.3
U01302,2024-05-22,C001,iOS,UK,35-44,v2.4
U01303,2024-01-12,C006,iOS,USA,18-24,v2.2
U01304,2024-02-14,C002,iOS,UK,18-24,v2.4
U01305,2024-01-26,C001,Android,USA,35-44,v2.2
U01306,2024-02-23,C002,iOS,Germany,35-44,v2.4
U01307,2024-06-08,C006,Android,UK,18-24,v2.4
U01308,2024-02-18,C001,iOS,USA,35-44,v2.4
U01309,2024-03-03,C006,Android,Canada,45-54,v2.2
U01310,2024-02-08,C002,iOS,Germany,45-54,v2.4
U01311,2024-05-29,C006,iOS,UK,25-34,v2.4
U01312,2024-01-17,C001,iOS,India,35-44,v2.3
U01313,2024-05-12,C002,iOS,USA,35-44,v2.4
U01314,2024-05-06,C003,Android,Canada,45-54,v2.3
U01315,2024-02-23,C001,iOS,France,25-34,v2.3
U01316,2024-04-06,C003,Android,USA,25-34,v2.2
U01317,2024-01-22,C002,iOS,UK,18-24,v2.3
U01318,2024-03-27,C002,iOS,USA,45-54,v2.3
U01319,2024-04-07,C001,iOS,USA,18-24,v2.4
U01320,2024-03-16,C005,iOS,Canada,35-44,v2.4
U01321,2024-01-26,C001,iOS,USA,25-34,v2.4
U01322,2024-03-05,C002,Android,Australia,25-34,v2.4
U01323,2024-02-05,C006,Android,Germany,45-54,v2.1
U01324,2024-03-17,C002,iOS,Singapore,55+,v2.4
U01325,2024-06-16,C001,Android,Singapore,55+,v2.4
U01326,2024-02-28,C001,Android,USA,25-34,v2.4
U01327,2024-04-29,C004,iOS,Germany,25-34,v2.2
U01328,2024-06-27,C002,iOS,France,18-24,v2.2
U01329,2024-02-02,C002,Android,USA,35-44,v2.3
U01330,2024-02-27,C002,Android,USA,35-44,v2.3
U01331,2024-03-24,C003,iOS,UK,18-24,v2.4
U01332,2024-03-25,C003,Android,India,35-44,v2.3
U01333,2024-04-07,C001,iOS,USA,18-24,v2.2
U01334,2024-05-25,C006,Android,USA,18-24,v2.4
U01335,2024-02-15,C001,Android,USA,18-24,v2.1
U01336,2024-04-08,C002,iOS,Australia,18-24,v2.1
U01337,2024-05-12,C001,iOS,India,25-34,v2.4
U01338,2024-02-03,C003,iOS,UK,55+,v2.4
U01339,2024-02-03,C006,iOS,France,35-44,v2.2
U01340,2024-05-27,C006,Android,USA,35-44,v2.2
U01341,2024-01-02,C006,iOS,France,35-44,v2.2
U01342,2024-03-25,C006,Android,USA,35-44,v2.4
U01343,2024-03-14,C004,Android,USA,45-54,v2.4
U01344,2024-04-10,C004,Android,UK,18-24,v2.4
U01345,2024-04-20,C002,Android,UK,25-34,v2.3
U01346,2024-01-12,C001,Android,USA,35-44,v2.2
U01347,2024-01-18,C004,Android,UK,25-34,v2.4
U01348,2024-05-21,C001,iOS,Germany,25-34,v2.4
U01349,2024-04-14,C002,iOS,USA,25-34,v2.1
U01350,2024-06-26,C004,iOS,USA,25-34,v2.2
U01351,2024-01-10,C001,iOS,India,25-34,v2.4
U01352,2024-05-04,C002,iOS,Australia,35-44,v2.3
U01353,2024-04-30,C005,Android,UK,18-24,v2.2
U01354,2024-03-16,C001,Android,UK,35-44,v2.1
U01355,2024-03-10,C001,iOS,UK,18-24,v2.4
U01356,2024-02-25,C002,iOS,Canada,25-34,v2.4
U01357,2024-06-17,C006,iOS,USA,18-24,v2.1
U01358,2024-04-06,C004,Android,USA,18-24,v2.1
U01359,2024-04-17,C001,iOS,France,35-44,v2.1
U01360,2024-01-25,C005,Android,UK,18-24,v2.3
U01361,2024-01-28,C005,iOS,Canada,35-44,v2.4
U01362,2024-04-11,C006,iOS,UK,25-34,v2.2
U01363,2024-04-12,C004,iOS,UK,18-24,v2.4
U01364,2024-03-12,C004,iOS,UK,18-24,v2.3
U01365,2024-06-02,C003,Android,Australia,45-54,v2.4
U01366,2024-05-25,C001,Android,Canada,55+,v2.4
U01367,2024-06-22,C006,Android,UK,18-24,v2.4
U01368,2024-06-25,C002,Android,USA,25-34,v2.3
U01369,2024-05-29,C002,iOS,Germany,25-34,v2.4
U01370,2024-01-04,C001,Android,India,25-34,v2.4
U01371,2024-03-03,C004,iOS,USA,25-34,v2.2
U01372,2024-02-22,C004,iOS,Australia,55+,v2.3
U01373,2024-03-25,C001,iOS,Germany,18-24,v2.4
U01374,2024-04-16,C004,iOS,UK,45-54,v2.3
U01375,2024-03-03,C001,iOS,India,55+,v2.4
U01376,2024-06-27,C004,Android,USA,25-34,v2.3
U01377,2024-01-02,C001,iOS,Singapore,18-24,v2.4
U01378,2024-02-22,C001,iOS,USA,45-54,v2.2
U01379,2024-05-09,C001,Android,USA,35-44,v2.2
U01380,2024-02-15,C004,iOS,Canada,55+,v2.2
U01381,2024-05-03,C001,Android,USA,18-24,v2.3
U01382,2024-05-09,C004,iOS,UK,55+,v2.3
U01383,2024-04-07,C002,iOS,India,25-34,v2.3
U01384,2024-05-21,C004,iOS,USA,25-34,v2.3
U01385,2024-06-04,C003,iOS,Australia,18-24,v2.4
U01386,2024-01-02,C001,iOS,Australia,25-34,v2.4
U01387,2024-04-11,C006,iOS,USA,35-44,v2.3
U01388,2024-04-14,C006,Android,UK,55+,v2.2
U01389,2024-04-21,C006,Android,Germany,25-34,v2.4
U01390,2024-06-11,C004,Android,Australia,55+,v2.4
U01391,2024-03-03,C003,Android,USA,35-44,v2.1
U01392,2024-06-19,C004,iOS,USA,35-44,v2.2
U01393,2024-06-03,C003,Android,UK,18-24,v2.1
U01394,2024-04-08,C002,Android,India,25-34,v2.2
U01395,2024-04-18,C001,iOS,Australia,25-34,v2.3
U01396,2024-04-07,C003,Android,Germany,55+,v2.4
U01397,2024-01-28,C004,Android,USA,18-24,v2.4
U01398,2024-04-11,C004,iOS,UK,25-34,v2.1
U01399,2024-06-27,C002,iOS,USA,25-34,v2.2
U01400,2024-02-17,C004,iOS,UK,55+,v2.3
U01401,2024-02-24,C001,iOS,UK,35-44,v2.2
U01402,2024-04-14,C002,Android,UK,35-44,v2.1
U01403,2024-01-22,C002,iOS,USA,35-44,v2.3
U01404,2024-06-21,C004,iOS,USA,55+,v2.4
U01405,2024-01-11,C001,iOS,UK,35-44,v2.4
U01406,2024-03-09,C006,iOS,USA,25-34,v2.3
U01407,2024-03-28,C006,Android,India,35-44,v2.3
U01408,2024-01-15,C006,Android,Germany,18-24,v2.4
U01409,2024-04-12,C004,Android,UK,35-44,v2.4
U01410,2024-03-12,C006,Android,UK,25-34,v2.4
U01411,2024-05-01,C003,Android,UK,35-44,v2.4
U01412,2024-03-23,C001,iOS,UK,45-54,v2.3
U01413,2024-04-23,C001,iOS,Germany,45-54,v2.3
U01414,2024-05-01,C006,Android,India,35-44,v2.2
U01415,2024-02-19,C004,Android,France,35-44,v2.4
U01416,2024-01-09,C001,Android,USA,35-44,v2.3
U01417,2024-04-29,C001,iOS,UK,35-44,v2.2
U01418,2024-02-24,C001,Android,Australia,18-24,v2.4
U01419,2024-01-08,C001,Android,India,35-44,v2.2
U01420,2024-03-06,C004,Android,Australia,35-44,v2.4
U01421,2024-06-11,C004,iOS,Australia,45-54,v2.4
U01422,2024-06-02,C001,iOS,India,35-44,v2.4
U01423,2024-06-16,C004,iOS,France,45-54,v2.2
U01424,2024-01-30,C002,iOS,USA,35-44,v2.2
U01425,2024-01-30,C003,iOS,USA,25-34,v2.4
U01426,2024-03-20,C001,iOS,France,55+,v2.3
U01427,2024-04-03,C005,Android,UK,35-44,v2.3
U01428,2024-01-28,C002,iOS,USA,18-24,v2.4
U01429,2024-02-26,C003,iOS,Canada,18-24,v2.4
U01430,2024-06-28,C001,iOS,USA,35-44,v2.2
U01431,2024-06-29,C003,Android,UK,25-34,v2.4
U01432,2024-01-16,C006,iOS,France,18-24,v2.4
U01433,2024-02-27,C004,iOS,France,18-24,v2.3
U01434,2024-04-10,C002,Android,India,18-24,v2.1
U01435,2024-04-10,C002,Android,Singapore,35-44,v2.3
U01436,2024-05-15,C004,iOS,India,35-44,v2.3
U01437,2024-01-25,C001,Android,Canada,45-54,v2.4
U01438,2024-06-30,C002,Android,Canada,25-34,v2.3
U01439,2024-02-07,C001,Android,UK,35-44,v2.3
U01440,2024-05-27,C001,Android,France,25-34,v2.4
U01441,2024-06-22,C005,Android,UK,55+,v2.2
U01442,2024-01-14,C001,iOS,USA,25-34,v2.2
U01443,2024-04-13,C001,iOS,USA,25-34,v2.3
U01444,2024-02-14,C004,iOS,Australia,45-54,v2.4
U01445,2024-04-28,C005,Android,USA,35-44,v2.3
U01446,2024-01-31,C001,iOS,Canada,45-54,v2.2
U01447,2024-05-30,C003,iOS,USA,35-44,v2.4
U01448,2024-02-16,C002,Android,Australia,25-34,v2.2
U01449,2024-03-24,C001,Android,Germany,18-24,v2.4
U01450,2024-01-06,C002,Android,Germany,25-34,v2.1
U01451,2024-05-29,C003,Android,Australia,35-44,v2.2
U01452,2024-06-17,C006,iOS,Canada,18-24,v2.3
U01453,2024-03-21,C001,iOS,UK,18-24,v2.3
U01454,2024-01-09,C001,iOS,USA,55+,v2.2
U01455,2024-06-17,C001,iOS,India,25-34,v2.4
U01456,2024-06-17,C003,iOS,USA,25-34,v2.4
U01457,2024-03-31,C004,iOS,Australia,35-44,v2.1
U01458,2024-01-10,C001,iOS,France,55+,v2.3
U01459,2024-02-25,C004,iOS,Australia,25-34,v2.3
U01460,2024-03-07,C002,Android,USA,18-24,v2.2
U01461,2024-04-18,C006,iOS,UK,35-44,v2.2
U01462,2024-06-11,C004,iOS,USA,35-44,v2.4
U01463,2024-06-03,C001,Android,USA,35-44,v2.3
U01464,2024-06-03,C001,iOS,USA,35-44,v2.3
U01465,2024-03-25,C004,iOS,USA,25-34,v2.4
U01466,2024-02-27,C002,iOS,Singapore,18-24,v2.4
U01467,2024-02-01,C001,Android,USA,45-54,v2.3
U01468,2024-05-15,C002,iOS,USA,25-34,v2.1
U01469,2024-01-13,C001,Android,USA,25-34,v2.4
U01470,2024-05-16,C003,Android,USA,35-44,v2.2
U01471,2024-06-24,C003,iOS,UK,25-34,v2.4
U01472,2024-01-14,C006,Android,USA,35-44,v2.4
U01473,2024-04-17,C004,iOS,Singapore,45-54,v2.3
U01474,2024-03-11,C006,iOS,Australia,55+,v2.2
U01475,2024-06-11,C005,Android,USA,25-34,v2.1
U01476,2024-01-21,C001,iOS,UK,35-44,v2.1
U01477,2024-03-14,C003,iOS,France,55+,v2.3
U01478,2024-05-10,C006,iOS,USA,35-44,v2.4
U01479,2024-05-16,C004,iOS,Canada,45-54,v2.4
U01480,2024-04-18,C004,Android,UK,35-44,v2.4
U01481,2024-05-15,C004,iOS,USA,18-24,v2.4
U01482,2024-05-14,C006,iOS,USA,18-24,v2.3
U01483,2024-01-14,C002,iOS,USA,18-24,v2.4
U01484,2024-03-04,C005,Android,France,25-34,v2.3
U01485,2024-03-08,C001,Android,Canada,18-24,v2.3
U01486,2024-06-13,C003,Android,India,45-54,v2.4
U01487,2024-01-15,C002,Android,USA,25-34,v2.1
U01488,2024-02-17,C002,iOS,USA,18-24,v2.3
U01489,2024-02-09,C002,Android,UK,35-44,v2.2
U01490,2024-04-30,C002,iOS,USA,18-24,v2.4
U01491,2024-01-28,C006,Android,USA,18-24,v2.4
U01492,2024-01-02,C002,Android,UK,18-24,v2.1
U01493,2024-04-11,C002,iOS,UK,35-44,v2.4
U01494,2024-06-19,C006,iOS,USA,25-34,v2.4
U01495,2024-02-02,C002,Android,India,25-34,v2.4
U01496,2024-04-09,C001,Android,Germany,18-24,v2.3
U01497,2024-01-04,C004,iOS,Australia,25-34,v2.4
U01498,2024-01-03,C002,iOS,USA,35-44,v2.2
U01499,2024-02-09,C004,iOS,USA,18-24,v2.2
U01500,2024-06-28,C001,Android,UK,35-44,v2.4
U01501,2024-06-28,C004,Android,UK,45-54,v2.3
U01502,2024-02-08,C001,iOS,UK,55+,v2.4
U01503,2024-04-19,C001,iOS,France,25-34,v2.3
U01504,2024-06-28,C004,iOS,USA,25-34,v2.3
U01505,2024-06-13,C001,iOS,USA,55+,v2.4
U01506,2024-03-04,C002,iOS,UK,18-24,v2.4
U01507,2024-02-24,C002,iOS,Canada,25-34,v2.2
U01508,2024-05-05,C002,iOS,UK,18-24,v2.3
U01509,2024-02-03,C002,Android,USA,35-44,v2.3
U01510,2024-04-05,C001,iOS,Canada,18-24,v2.2
U01511,2024-06-10,C004,iOS,Canada,45-54,v2.4
U01512,2024-02-18,C001,iOS,UK,55+,v2.3
U01513,2024-03-18,C004,Android,UK,35-44,v2.1
U01514,2024-02-19,C002,Android,India,35-44,v2.4
U01515,2024-05-23,C006,Android,USA,35-44,v2.4
U01516,2024-01-18,C003,iOS,Singapore,45-54,v2.2
U01517,2024-03-11,C004,iOS,UK,25-34,v2.4
U01518,2024-06-26,C001,Android,USA,25-34,v2.3
U01519,2024-01-20,C001,Android,USA,35-44,v2.3
U01520,2024-03-10,C001,iOS,Canada,35-44,v2.1
U01521,2024-05-11,C002,Android,USA,25-34,v2.2
U01522,2024-06-30,C002,iOS,UK,25-34,v2.2
U01523,2024-06-12,C001,Android,India,25-34,v2.4
U01524,2024-06-13,C006,Android,UK,18-24,v2.3
U01525,2024-06-10,C004,iOS,UK,35-44,v2.3
U01526,2024-02-04,C002,Android,USA,18-24,v2.4
U01527,2024-04-01,C001,Android,UK,55+,v2.3
U01528,2024-05-29,C001,Android,USA,35-44,v2.4
U01529,2024-06-11,C004,iOS,USA,25-34,v2.2
U01530,2024-06-10,C005,Android,UK,18-24,v2.4
U01531,2024-04-04,C001,iOS,USA,25-34,v2.4
U01532,2024-02-15,C001,iOS,Australia,35-44,v2.1
U01533,2024-02-11,C006,Android,Australia,18-24,v2.2
U01534,2024-04-19,C001,Android,Singapore,18-24,v2.3
U01535,2024-01-04,C004,iOS,UK,45-54,v2.4
U01536,2024-06-13,C006,iOS,Germany,25-34,v2.4
U01537,2024-06-02,C001,Android,Singapore,18-24,v2.4
U01538,2024-03-27,C005,iOS,UK,35-44,v2.4
U01539,2024-02-11,C002,iOS,UK,25-34,v2.2
U01540,2024-05-19,C001,Android,UK,25-34,v2.3
U01541,2024-04-16,C001,Android,UK,25-34,v2.2
U01542,2024-06-16,C002,Android,Australia,35-44,v2.4
U01543,2024-01-29,C003,Android,UK,55+,v2.2
U01544,2024-01-20,C004,iOS,India,45-54,v2.4
U01545,2024-06-03,C001,iOS,USA,18-24,v2.3
U01546,2024-06-19,C004,Android,USA,45-54,v2.2
U01547,2024-05-07,C004,Android,France,35-44,v2.1
U01548,2024-01-01,C005,Android,Germany,18-24,v2.2
U01549,2024-04-24,C004,Android,USA,18-24,v2.3
U01550,2024-03-12,C001,iOS,UK,35-44,v2.3
U01551,2024-05-06,C002,Android,USA,45-54,v2.3
U01552,2024-06-16,C006,iOS,USA,25-34,v2.3
U01553,2024-05-17,C005,iOS,Canada,25-34,v2.3
U01554,2024-06-26,C005,iOS,UK,25-34,v2.2
U01555,2024-01-05,C002,iOS,UK,18-24,v2.4
U01556,2024-04-02,C005,Android,France,25-34,v2.2
U01557,2024-05-21,C006,Android,UK,45-54,v2.1
U01558,2024-02-05,C001,Android,UK,35-44,v2.4
U01559,2024-04-18,C002,Android,Australia,18-24,v2.4
U01560,2024-02-10,C001,iOS,UK,18-24,v2.3
U01561,2024-04-16,C001,iOS,Germany,35-44,v2.4
U01562,2024-03-17,C003,Android,USA,35-44,v2.1
U01563,2024-01-29,C001,Android,UK,35-44,v2.3
U01564,2024-01-03,C002,iOS,India,25-34,v2.4
U01565,2024-03-07,C006,iOS,Australia,25-34,v2.2
U01566,2024-01-24,C003,Android,UK,18-24,v2.3
U01567,2024-02-26,C002,Android,Singapore,35-44,v2.1
U01568,2024-06-26,C002,iOS,Canada,45-54,v2.2
U01569,2024-04-05,C004,iOS,UK,18-24,v2.3
U01570,2024-03-26,C001,iOS,USA,18-24,v2.3
U01571,2024-03-20,C001,iOS,India,18-24,v2.1
U01572,2024-05-25,C003,iOS,Germany,18-24,v2.3
U01573,2024-03-20,C001,iOS,USA,25-34,v2.2
U01574,2024-04-10,C004,Android,Australia,18-24,v2.3
U01575,2024-05-08,C001,Android,UK,35-44,v2.3
U01576,2024-05-30,C005,iOS,UK,35-44,v2.1
U01577,2024-06-09,C001,Android,India,45-54,v2.4
U01578,2024-02-11,C006,iOS,Singapore,35-44,v2.3
U01579,2024-03-28,C002,iOS,USA,35-44,v2.4
U01580,2024-01-11,C006,Android,USA,18-24,v2.3
U01581,2024-01-20,C006,iOS,Singapore,18-24,v2.1
U01582,2024-03-20,C003,Android,Germany,18-24,v2.1
U01583,2024-03-21,C001,iOS,UK,35-44,v2.3
U01584,2024-01-19,C001,Android,USA,25-34,v2.2
U01585,2024-04-23,C004,iOS,UK,25-34,v2.1
U01586,2024-03-14,C002,Android,India,18-24,v2.3
U01587,2024-06-08,C006,iOS,Australia,25-34,v2.2
U01588,2024-06-23,C001,Android,UK,45-54,v2.4
U01589,2024-05-23,C001,Android,USA,18-24,v2.3
U01590,2024-01-19,C001,Android,Australia,25-34,v2.3
U01591,2024-05-16,C006,iOS,UK,35-44,v2.4
U01592,2024-04-11,C004,iOS,USA,25-34,v2.4
U01593,2024-05-04,C001,Android,UK,25-34,v2.3
U01594,2024-04-30,C001,iOS,Canada,55+,v2.4
U01595,2024-01-16,C006,iOS,USA,25-34,v2.1
U01596,2024-01-06,C006,Android,USA,35-44,v2.1
U01597,2024-01-18,C002,iOS,France,25-34,v2.3
U01598,2024-02-24,C004,iOS,France,18-24,v2.4
U01599,2024-03-28,C006,iOS,UK,55+,v2.3
U01600,2024-05-17,C004,iOS,Australia,25-34,v2.4
U01601,2024-04-09,C005,iOS,India,18-24,v2.4
U01602,2024-05-28,C004,iOS,Singapore,55+,v2.4
U01603,2024-03-22,C001,Android,India,25-34,v2.3
U01604,2024-06-21,C002,iOS,UK,25-34,v2.4
U01605,2024-02-02,C004,Android,Canada,18-24,v2.4
U01606,2024-02-18,C002,iOS,UK,25-34,v2.3
U01607,2024-02-18,C006,iOS,UK,45-54,v2.1
U01608,2024-03-19,C003,Android,Australia,35-44,v2.3
U01609,2024-04-15,C002,Android,USA,55+,v2.3
U01610,2024-02-15,C002,iOS,Canada,18-24,v2.3
U01611,2024-03-13,C005,Android,USA,25-34,v2.3
U01612,2024-01-26,C006,Android,UK,35-44,v2.3
U01613,2024-04-15,C001,Android,Canada,25-34,v2.3
U01614,2024-05-08,C003,iOS,USA,25-34,v2.2
U01615,2024-04-26,C003,iOS,France,55+,v2.3
U01616,2024-04-28,C002,Android,Australia,35-44,v2.1
U01617,2024-04-05,C005,iOS,USA,35-44,v2.3
U01618,2024-04-16,C004,iOS,India,18-24,v2.1
U01619,2024-04-05,C005,iOS,Germany,25-34,v2.2
U01620,2024-05-26,C006,iOS,Singapore,18-24,v2.3
U01621,2024-01-14,C005,iOS,UK,35-44,v2.4
U01622,2024-02-14,C002,iOS,UK,18-24,v2.4
U01623,2024-02-02,C003,Android,Germany,45-54,v2.3
U01624,2024-03-07,C005,iOS,USA,18-24,v2.1
U01625,2024-01-03,C004,Android,UK,35-44,v2.4
U01626,2024-01-21,C003,iOS,Germany,55+,v2.3
U01627,2024-04-01,C001,Android,UK,18-24,v2.4
U01628,2024-04-06,C005,Android,USA,55+,v2.3
U01629,2024-06-12,C006,Android,UK,55+,v2.2
U01630,2024-02-06,C002,Android,UK,25-34,v2.3
U01631,2024-02-23,C002,iOS,UK,18-24,v2.4
U01632,2024-01-20,C001,iOS,India,35-44,v2.3
U01633,2024-02-11,C001,iOS,UK,25-34,v2.3
U01634,2024-01-09,C001,iOS,USA,55+,v2.3
U01635,2024-01-02,C001,Android,India,18-24,v2.1
U01636,2024-01-06,C003,Android,UK,25-34,v2.4
U01637,2024-01-08,C002,iOS,Australia,55+,v2.2
U01638,2024-05-03,C001,iOS,Australia,35-44,v2.3
U01639,2024-05-06,C002,Android,India,25-34,v2.2
U01640,2024-03-12,C006,iOS,Germany,35-44,v2.2
U01641,2024-02-22,C006,iOS,India,25-34,v2.4
U01642,2024-03-22,C004,Android,USA,25-34,v2.3
U01643,2024-06-10,C005,iOS,India,55+,v2.2
U01644,2024-04-14,C002,Android,Canada,55+,v2.3
U01645,2024-01-08,C001,Android,USA,18-24,v2.2
U01646,2024-02-25,C004,iOS,Germany,18-24,v2.3
U01647,2024-01-03,C004,iOS,Canada,25-34,v2.2
U01648,2024-01-17,C002,Android,USA,18-24,v2.2
U01649,2024-06-04,C006,Android,Australia,35-44,v2.3
U01650,2024-06-23,C004,iOS,USA,18-24,v2.4
U01651,2024-05-07,C001,iOS,UK,25-34,v2.3
U01652,2024-05-31,C002,iOS,USA,35-44,v2.4
U01653,2024-01-02,C006,iOS,France,25-34,v2.4
U01654,2024-05-15,C001,Android,UK,18-24,v2.4
U01655,2024-03-18,C002,Android,USA,25-34,v2.3
U01656,2024-06-05,C001,iOS,Singapore,25-34,v2.3
U01657,2024-02-01,C005,Android,UK,18-24,v2.4
U01658,2024-02-05,C001,iOS,Australia,25-34,v2.2
U01659,2024-02-18,C004,Android,France,25-34,v2.1
U01660,2024-06-25,C005,iOS,Germany,18-24,v2.4
U01661,2024-01-20,C002,Android,Germany,25-34,v2.4
U01662,2024-02-05,C003,iOS,USA,18-24,v2.3
U01663,2024-04-15,C004,Android,USA,18-24,v2.3
U01664,2024-05-05,C006,iOS,Germany,18-24,v2.2
U01665,2024-03-16,C004,iOS,France,18-24,v2.3
U01666,2024-02-22,C004,iOS,USA,18-24,v2.4
U01667,2024-04-29,C005,iOS,UK,18-24,v2.3
U01668,2024-05-15,C003,iOS,India,35-44,v2.4
U01669,2024-05-09,C001,iOS,India,25-34,v2.3
U01670,2024-06-07,C003,Android,UK,25-34,v2.2
U01671,2024-03-19,C006,iOS,UK,25-34,v2.2
U01672,2024-01-29,C001,Android,UK,18-24,v2.4
U01673,2024-04-25,C002,iOS,Canada,25-34,v2.2
U01674,2024-04-11,C003,iOS,UK,25-34,v2.1
U01675,2024-06-15,C002,Android,UK,18-24,v2.2
U01676,2024-03-11,C003,iOS,USA,35-44,v2.3
U01677,2024-01-29,C001,iOS,UK,25-34,v2.1
U01678,2024-01-26,C002,Android,Australia,25-34,v2.3
U01679,2024-02-26,C004,Android,USA,18-24,v2.4
U01680,2024-03-29,C004,Android,USA,18-24,v2.2
U01681,2024-06-28,C004,Android,France,35-44,v2.2
U01682,2024-06-23,C001,iOS,India,18-24,v2.1
U01683,2024-05-01,C002,iOS,Singapore,45-54,v2.2
U01684,2024-01-03,C004,Android,Canada,25-34,v2.2
U01685,2024-01-29,C001,iOS,Australia,25-34,v2.2
U01686,2024-05-08,C001,iOS,UK,25-34,v2.4
U01687,2024-04-25,C003,iOS,USA,35-44,v2.2
U01688,2024-04-27,C001,iOS,Australia,45-54,v2.4
U01689,2024-06-01,C003,iOS,USA,35-44,v2.2
U01690,2024-04-15,C005,Android,UK,25-34,v2.2
U01691,2024-06-27,C006,iOS,Germany,18-24,v2.4
U01692,2024-06-12,C001,iOS,Canada,25-34,v2.4
U01693,2024-05-14,C001,Android,USA,25-34,v2.3
U01694,2024-03-11,C002,iOS,USA,25-34,v2.3
U01695,2024-04-20,C005,iOS,Germany,25-34,v2.2
U01696,2024-01-03,C003,Android,USA,18-24,v2.4
U01697,2024-06-08,C003,iOS,USA,18-24,v2.2
U01698,2024-04-26,C001,iOS,Canada,18-24,v2.3
U01699,2024-04-20,C002,Android,UK,18-24,v2.4
U01700,2024-05-08,C004,Android,UK,18-24,v2.2
U01701,2024-02-20,C002,Android,USA,18-24,v2.4
U01702,2024-03-04,C005,Android,USA,55+,v2.1
U01703,2024-03-07,C006,Android,UK,25-34,v2.4
U01704,2024-05-28,C001,Android,USA,25-34,v2.2
U01705,2024-03-19,C001,iOS,Canada,25-34,v2.3
U01706,2024-04-21,C001,iOS,Australia,25-34,v2.4
U01707,2024-04-01,C002,iOS,USA,25-34,v2.1
U01708,2024-05-23,C001,Android,UK,18-24,v2.4
U01709,2024-03-03,C003,iOS,Canada,45-54,v2.4
U01710,2024-01-14,C004,iOS,USA,18-24,v2.4
U01711,2024-05-12,C002,iOS,UK,45-54,v2.3
U01712,2024-03-26,C004,Android,Canada,35-44,v2.4
U01713,2024-02-01,C004,Android,Germany,18-24,v2.2
U01714,2024-02-06,C003,Android,UK,45-54,v2.3
U01715,2024-02-09,C002,iOS,Singapore,18-24,v2.3
U01716,2024-06-25,C001,iOS,UK,45-54,v2.3
U01717,2024-03-04,C001,iOS,France,25-34,v2.1
U01718,2024-02-01,C002,iOS,UK,18-24,v2.4
U01719,2024-03-07,C005,Android,France,35-44,v2.3
U01720,2024-06-11,C001,iOS,Germany,18-24,v2.3
U01721,2024-06-28,C003,iOS,USA,35-44,v2.4
U01722,2024-05-06,C002,iOS,USA,45-54,v2.3
U01723,2024-04-18,C001,iOS,UK,25-34,v2.3
U01724,2024-01-09,C004,Android,Canada,18-24,v2.4
U01725,2024-02-05,C002,Android,USA,55+,v2.3
U01726,2024-05-08,C001,Android,USA,25-34,v2.2
U01727,2024-02-08,C002,Android,USA,35-44,v2.4
U01728,2024-03-12,C005,Android,India,18-24,v2.4
U01729,2024-05-03,C002,iOS,Australia,35-44,v2.4
U01730,2024-06-17,C003,iOS,USA,55+,v2.3
U01731,2024-06-07,C005,iOS,UK,35-44,v2.2
U01732,2024-06-19,C001,Android,USA,35-44,v2.4
U01733,2024-03-01,C001,Android,Australia,25-34,v2.4
U01734,2024-01-17,C001,iOS,UK,35-44,v2.3
U01735,2024-04-05,C004,Android,India,25-34,v2.4
U01736,2024-04-06,C001,Android,Canada,18-24,v2.3
U01737,2024-06-22,C002,iOS,UK,45-54,v2.4
U01738,2024-02-19,C001,iOS,Singapore,18-24,v2.1
U01739,2024-02-05,C006,iOS,USA,25-34,v2.1
U01740,2024-02-17,C004,Android,Australia,25-34,v2.2
U01741,2024-02-23,C003,iOS,USA,35-44,v2.3
U01742,2024-02-05,C005,iOS,Canada,45-54,v2.3
U01743,2024-02-02,C005,iOS,UK,18-24,v2.3
U01744,2024-03-25,C001,Android,USA,45-54,v2.3
U01745,2024-04-01,C001,Android,Singapore,18-24,v2.3
U01746,2024-05-12,C006,iOS,USA,18-24,v2.4
U01747,2024-01-29,C003,Android,Singapore,35-44,v2.1
U01748,2024-04-17,C002,iOS,Germany,18-24,v2.3
U01749,2024-03-25,C006,Android,France,18-24,v2.1
U01750,2024-05-24,C006,Android,Germany,18-24,v2.4
U01751,2024-04-16,C004,Android,UK,25-34,v2.4
U01752,2024-03-10,C004,iOS,USA,18-24,v2.3
U01753,2024-05-02,C002,Android,Singapore,18-24,v2.1
U01754,2024-02-20,C003,Android,Australia,35-44,v2.3
U01755,2024-01-14,C002,iOS,UK,35-44,v2.3
